taxlevel	rankID	taxon	daughterlevels	total	AB1382_L5	AB1383_L5	AB2284_L1	AB2285_L1	AB2286_L1	AB2287_L1	AB2288_L1	AB2289_L1	AB2290_L1	AB2291_L1	AB2292_L1	AB2293_L1	AB2294_L1	AB2295_L1	AB2296_L1	AB2297_L1	AB2298_L1	AB2299_L1	AB2300_L1	AB2301_L1	AB2302_L1	AB2303_L1
7	0.1.15.1.1.2.3.1	Anoxybacillus_flavithermus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
6	0.1.15.1.1.2.4	Bacillus	44	73749	43339	23907	232	362	0	348	265	61	186	222	550	977	173	153	339	233	587	737	289	358	253	178
7	0.1.15.1.1.2.4.1	Bacillus_algicola	0	17	0	0	0	0	0	0	0	0	1	0	0	4	7	0	0	0	1	3	0	0	1	0
7	0.1.15.1.1.2.4.2	Bacillus_amyloliquefaciens	0	9	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.2.4.3	Bacillus_cereus	0	294	52	49	10	38	0	25	11	1	5	5	6	6	31	15	0	5	5	5	10	9	2	4
7	0.1.15.1.1.2.4.4	Bacillus_coagulans	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.2.4.5	Bacillus_drentensis	0	498	0	0	71	69	0	0	0	0	54	52	0	0	0	0	106	63	0	0	0	0	34	49
7	0.1.15.1.1.2.4.6	Bacillus_firmus	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.2.4.7	Bacillus_flexus	0	8	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	2	0	0	0	0
7	0.1.15.1.1.2.4.8	Bacillus_licheniformis	0	29	0	0	0	1	0	0	0	0	0	0	2	3	9	2	0	0	0	0	9	3	0	0
7	0.1.15.1.1.2.4.9	Bacillus_litoralis	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.2.4.10	Bacillus_megaterium	0	10	0	0	0	4	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	1
7	0.1.15.1.1.2.4.11	Bacillus_mojavensis	0	22	0	0	0	0	0	4	5	0	0	3	0	0	0	0	0	0	4	3	0	3	0	0
7	0.1.15.1.1.2.4.12	Bacillus_mycoides	0	67132	43238	23856	0	0	0	0	2	1	4	0	0	0	0	0	0	0	0	0	5	1	14	11
7	0.1.15.1.1.2.4.13	Bacillus_pumilus	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
7	0.1.15.1.1.2.4.14	Bacillus_safensis	0	39	0	0	0	0	0	0	13	4	2	2	0	1	4	0	0	0	0	0	5	5	1	2
7	0.1.15.1.1.2.4.15	Bacillus_species_1_7	0	7	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
7	0.1.15.1.1.2.4.16	Bacillus_species_230M	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0
7	0.1.15.1.1.2.4.17	Bacillus_species_27_10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
7	0.1.15.1.1.2.4.18	Bacillus_species_30y	0	14	0	0	0	0	0	0	2	0	2	0	0	5	0	0	0	0	0	0	2	1	2	0
7	0.1.15.1.1.2.4.19	Bacillus_species_8_1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
7	0.1.15.1.1.2.4.20	Bacillus_species_A_24	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.2.4.21	Bacillus_species_CB15	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0
7	0.1.15.1.1.2.4.22	Bacillus_species_COMJU_MH01_13	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7	0.1.15.1.1.2.4.23	Bacillus_species_DST4	0	14	0	0	1	0	0	0	0	0	2	4	3	0	0	0	0	0	2	1	0	0	1	0
7	0.1.15.1.1.2.4.24	Bacillus_species_D_52	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
7	0.1.15.1.1.2.4.25	Bacillus_species_E_33	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
7	0.1.15.1.1.2.4.26	Bacillus_species_G2DM_33	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
7	0.1.15.1.1.2.4.27	Bacillus_species_HM03	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7	0.1.15.1.1.2.4.28	Bacillus_species_MB29	0	38	0	0	1	1	0	3	0	0	0	0	0	2	0	0	0	0	3	21	5	2	0	0
7	0.1.15.1.1.2.4.29	Bacillus_species_MB78	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
7	0.1.15.1.1.2.4.30	Bacillus_species_MB90	0	152	0	0	0	12	0	24	30	4	6	5	2	1	6	9	4	2	14	16	3	7	2	5
7	0.1.15.1.1.2.4.31	Bacillus_species_NBPP5	0	1455	0	0	8	2	0	15	100	8	84	112	14	449	43	71	34	14	17	5	67	208	145	59
7	0.1.15.1.1.2.4.32	Bacillus_species_O6	0	185	0	0	16	14	0	27	5	1	7	21	16	4	3	3	4	5	4	28	9	12	2	4
7	0.1.15.1.1.2.4.33	Bacillus_species_S4_2013b	0	23	0	0	3	0	0	0	2	0	2	0	5	0	5	3	0	0	0	0	0	0	0	3
7	0.1.15.1.1.2.4.34	Bacillus_species_SGD_V_88	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
7	0.1.15.1.1.2.4.35	Bacillus_species_SSL10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
7	0.1.15.1.1.2.4.36	Bacillus_species_V0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
7	0.1.15.1.1.2.4.37	Bacillus_species_VK1901	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.2.4.38	Bacillus_species_c69	0	8	0	0	0	0	0	0	6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.2.4.39	Bacillus_species_d143	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.2.4.40	Bacillus_speciesrothermodurans	0	20	0	0	3	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	1	0	6	5
7	0.1.15.1.1.2.4.41	Bacillus_subtilis	0	3630	0	0	111	213	0	235	87	36	12	9	496	494	63	40	187	142	535	653	153	94	37	33
7	0.1.15.1.1.2.4.42	Bacillus_thermoamylovorans	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.2.4.43	Bacillus_thuringiensis	0	64	42	0	1	0	0	0	2	0	1	5	0	2	0	1	0	0	0	0	7	2	1	0
7	0.1.15.1.1.2.4.44	Bacillus_velezensis	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
6	0.1.15.1.1.2.5	Calditerricola	1	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	3	3	4
7	0.1.15.1.1.2.5.1	Calditerricola_yamamurae	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	3	3	4
6	0.1.15.1.1.2.6	Geobacillus	3	81	0	0	2	11	0	11	4	0	4	6	1	2	3	1	0	4	2	19	0	2	1	8
7	0.1.15.1.1.2.6.1	Geobacillus_species_HBB270	0	4	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.2.6.2	Geobacillus_stearothermophilus	0	58	0	0	2	8	0	8	0	0	4	6	1	0	3	1	0	4	0	10	0	2	1	8
7	0.1.15.1.1.2.6.3	Geobacillus_thermoglucosidasius	0	19	0	0	0	3	0	1	4	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0
6	0.1.15.1.1.2.7	Halalkalibacillus	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
7	0.1.15.1.1.2.7.1	Halalkalibacillus_halophilus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
6	0.1.15.1.1.2.8	Halobacillus	2	13	0	0	0	0	0	4	0	0	3	0	2	0	0	0	0	0	2	0	0	0	2	0
7	0.1.15.1.1.2.8.1	Halobacillus_dabanensis	0	9	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	2	0	0	0	2	0
7	0.1.15.1.1.2.8.2	Halobacillus_species_SA_Hb1	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.15.1.1.2.9	Hydrogenibacillus	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
7	0.1.15.1.1.2.9.1	Hydrogenibacillus_schlegelii	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
6	0.1.15.1.1.2.10	Lentibacillus	1	5	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.2.10.1	Lentibacillus_jeotgali	0	5	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
6	0.1.15.1.1.2.11	Lysinibacillus	3	224	1	0	32	19	0	5	26	32	1	0	34	11	16	23	0	2	0	1	10	4	4	3
7	0.1.15.1.1.2.11.1	Lysinibacillus_fusiformis	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	4	0
7	0.1.15.1.1.2.11.2	Lysinibacillus_species_PL15	0	5	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
7	0.1.15.1.1.2.11.3	Lysinibacillus_xylanilyticus	0	210	0	0	30	19	0	5	25	32	0	0	34	11	16	20	0	2	0	0	10	3	0	3
6	0.1.15.1.1.2.12	Marinococcus	1	22	0	0	0	0	0	3	4	0	0	0	2	10	0	2	0	0	0	1	0	0	0	0
7	0.1.15.1.1.2.12.1	Marinococcus_halophilus	0	22	0	0	0	0	0	3	4	0	0	0	2	10	0	2	0	0	0	1	0	0	0	0
6	0.1.15.1.1.2.13	Ornithinibacillus	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.2.13.1	Ornithinibacillus_species_S1203	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.15.1.1.2.14	Paraliobacillus	1	6	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	0	0
7	0.1.15.1.1.2.14.1	Paraliobacillus_quinghaiensis	0	6	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	0	0
6	0.1.15.1.1.2.15	Salimicrobium	1	13	0	0	0	0	0	3	0	0	4	0	3	1	0	0	0	0	0	0	0	1	1	0
7	0.1.15.1.1.2.15.1	Salimicrobium_salexigens	0	13	0	0	0	0	0	3	0	0	4	0	3	1	0	0	0	0	0	0	0	1	1	0
6	0.1.15.1.1.2.16	Thalassobacillus	1	18	0	0	0	0	0	0	0	1	3	4	0	0	0	0	0	0	0	0	0	4	3	3
7	0.1.15.1.1.2.16.1	Thalassobacillus_devorans	0	18	0	0	0	0	0	0	0	1	3	4	0	0	0	0	0	0	0	0	0	4	3	3
6	0.1.15.1.1.2.17	Virgibacillus	2	16	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	3	7	0	0	0	0
7	0.1.15.1.1.2.17.1	Virgibacillus_marismortui	0	6	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.2.17.2	Virgibacillus_sediminis	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0
5	0.1.15.1.1.3	Listeriaceae	1	48123	45415	2683	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	15	6
6	0.1.15.1.1.3.1	Listeria	1	48123	45415	2683	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	15	6
7	0.1.15.1.1.3.1.1	Listeria_monocytogenes	0	48123	45415	2683	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	15	6
5	0.1.15.1.1.4	Paenibacillaceae	3	2699	0	4	28	22	0	133	359	205	76	228	162	71	393	193	77	140	49	95	225	204	15	20
6	0.1.15.1.1.4.1	Brevibacillus	1	14	0	0	0	2	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	2
7	0.1.15.1.1.4.1.1	Brevibacillus_parabrevis	0	14	0	0	0	2	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	2
6	0.1.15.1.1.4.2	Paenibacillus	17	195	0	4	4	4	0	3	11	6	19	14	12	22	20	6	8	5	9	20	8	6	6	8
7	0.1.15.1.1.4.2.1	Paenibacillus_assamensis	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.4.2.2	Paenibacillus_cellulosilyticus	0	11	0	0	0	0	0	1	0	3	1	0	2	0	3	0	0	0	0	0	0	1	0	0
7	0.1.15.1.1.4.2.3	Paenibacillus_ginsengihumi	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
7	0.1.15.1.1.4.2.4	Paenibacillus_humicus	0	24	0	0	0	0	0	0	5	0	0	3	5	0	0	0	1	3	0	2	0	0	2	3
7	0.1.15.1.1.4.2.5	Paenibacillus_lautus	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.4.2.6	Paenibacillus_lentimorbus	0	29	0	0	0	0	0	0	2	3	4	6	2	1	3	0	3	0	0	0	5	0	0	0
7	0.1.15.1.1.4.2.7	Paenibacillus_macerans	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.4.2.8	Paenibacillus_profundus	0	17	0	0	2	0	0	0	1	0	0	0	0	11	1	0	0	0	0	0	0	0	2	0
7	0.1.15.1.1.4.2.9	Paenibacillus_riograndensis	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
7	0.1.15.1.1.4.2.10	Paenibacillus_species_22_8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
7	0.1.15.1.1.4.2.11	Paenibacillus_species_A44	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.4.2.12	Paenibacillus_species_BJ_60	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
7	0.1.15.1.1.4.2.13	Paenibacillus_species_BS3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.4.2.14	Paenibacillus_species_CND3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0
7	0.1.15.1.1.4.2.15	Paenibacillus_species_H3029	0	64	0	0	0	3	0	2	3	0	9	2	3	2	2	3	4	2	9	8	2	3	2	5
7	0.1.15.1.1.4.2.16	Paenibacillus_species_SMCC_G938	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.4.2.17	Paenibacillus_species_p22D	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.15.1.1.4.3	Thermobacillus	3	2490	0	0	24	16	0	127	348	194	57	214	150	49	373	187	69	135	40	75	217	196	9	10
7	0.1.15.1.1.4.3.1	Thermobacillus_composti	0	2485	0	0	24	16	0	127	348	194	57	214	150	49	373	187	69	135	40	73	214	196	9	10
7	0.1.15.1.1.4.3.2	Thermobacillus_species_enrichment_culture_clone_2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7	0.1.15.1.1.4.3.3	Thermobacillus_species_enrichment_culture_clone_7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
5	0.1.15.1.1.5	Pasteuriaceae	1	20	0	0	1	2	0	9	2	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0
6	0.1.15.1.1.5.1	Pasteuria	2	20	0	0	1	2	0	9	2	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0
7	0.1.15.1.1.5.1.1	Pasteuria_goettingianae	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.5.1.2	Pasteuria_species_LX5	0	15	0	0	1	2	0	4	2	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0
5	0.1.15.1.1.6	Planococcaceae	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0
6	0.1.15.1.1.6.1	Planococcus	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0
7	0.1.15.1.1.6.1.1	Planococcus_citreus	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
7	0.1.15.1.1.6.1.2	Planococcus_species_TP_Snow_C20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
5	0.1.15.1.1.7	Sporolactobacillaceae	1	12	0	0	2	0	0	1	0	0	0	0	0	0	3	0	0	2	0	0	1	3	0	0
6	0.1.15.1.1.7.1	Sporolactobacillus	2	12	0	0	2	0	0	1	0	0	0	0	0	0	3	0	0	2	0	0	1	3	0	0
7	0.1.15.1.1.7.1.1	Sporolactobacillus_inulinus	0	9	0	0	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0
7	0.1.15.1.1.7.1.2	Sporolactobacillus_species_30_1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
5	0.1.15.1.1.8	Staphylococcaceae	2	321503	84832	236443	2	19	0	5	3	11	2	3	6	2	17	8	12	0	7	14	8	16	45	48
6	0.1.15.1.1.8.1	Salinicoccus	3	57	0	0	0	15	0	3	0	2	0	3	2	0	4	0	11	0	0	6	5	0	3	3
7	0.1.15.1.1.8.1.1	Salinicoccus_carnicancri	0	50	0	0	0	15	0	3	0	2	0	3	0	0	4	0	11	0	0	6	0	0	3	3
7	0.1.15.1.1.8.1.2	Salinicoccus_kunmingensis	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.8.1.3	Salinicoccus_siamensis	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
6	0.1.15.1.1.8.2	Staphylococcus	10	321446	84832	236443	2	4	0	2	3	9	2	0	4	2	13	8	1	0	7	8	3	16	42	45
7	0.1.15.1.1.8.2.1	Staphylococcus_aureus	0	142	24	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.8.2.2	Staphylococcus_capitis	0	307508	80156	227225	2	0	0	0	2	5	0	0	0	0	4	7	1	0	3	7	3	11	42	40
7	0.1.15.1.1.8.2.3	Staphylococcus_saprophyticus	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	2
7	0.1.15.1.1.8.2.4	Staphylococcus_species_Ag7	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.8.2.5	Staphylococcus_species_CM2E4	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.8.2.6	Staphylococcus_species_H185	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.8.2.7	Staphylococcus_species_IGCAR_6_07	0	14	0	0	0	3	0	0	0	3	0	0	0	0	7	0	0	0	0	1	0	0	0	0
7	0.1.15.1.1.8.2.8	Staphylococcus_species_R43	0	13760	4649	9100	0	0	0	0	1	1	0	0	0	0	0	1	0	0	4	0	0	1	0	3
7	0.1.15.1.1.8.2.9	Staphylococcus_species_SKW23	0	5	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.1.8.2.10	Staphylococcus_warneri	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5	0.1.15.1.1.9	Thermoactinomycetaceae	6	100	0	0	8	4	0	8	4	0	11	30	0	0	0	20	2	3	0	9	1	0	0	0
6	0.1.15.1.1.9.1	Laceyella	1	63	0	0	0	0	0	4	4	0	11	24	0	0	0	20	0	0	0	0	0	0	0	0
7	0.1.15.1.1.9.1.1	Laceyella_sacchari	0	63	0	0	0	0	0	4	4	0	11	24	0	0	0	20	0	0	0	0	0	0	0	0
6	0.1.15.1.1.9.2	Lihuaxuella	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
7	0.1.15.1.1.9.2.1	Lihuaxuella_thermophila	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
6	0.1.15.1.1.9.3	Melghirimyces	2	10	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0
7	0.1.15.1.1.9.3.1	Melghirimyces_species_SCSIO_04527	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7	0.1.15.1.1.9.3.2	Melghirimyces_thermohalophilus	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.15.1.1.9.4	Planifilum	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
7	0.1.15.1.1.9.4.1	Planifilum_composti	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
6	0.1.15.1.1.9.5	Polycladomyces	1	18	0	0	6	4	0	4	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
7	0.1.15.1.1.9.5.1	Polycladomyces_abyssicola	0	18	0	0	6	4	0	4	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
6	0.1.15.1.1.9.6	Thermoactinomyces	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7	0.1.15.1.1.9.6.1	Thermoactinomyces_species_JIR_003	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
4	0.1.15.1.2	Lactobacillales	6	581052	192840	233788	4527	3220	2	3230	6631	5793	9559	8692	8439	9609	5715	6585	6372	7700	5703	3733	24524	20510	5357	8523
5	0.1.15.1.2.1	Aerococcaceae	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
6	0.1.15.1.2.1.1	Abiotrophia	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
7	0.1.15.1.2.1.1.1	Abiotrophia_defectiva	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
5	0.1.15.1.2.2	Carnobacteriaceae	2	16	0	0	0	2	0	0	0	0	0	4	2	2	3	0	0	0	0	2	0	1	0	0
6	0.1.15.1.2.2.1	Alkalibacterium	1	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.2.2.1.1	Alkalibacterium_kapii	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.15.1.2.2.2	Marinilactibacillus	2	13	0	0	0	2	0	0	0	0	0	1	2	2	3	0	0	0	0	2	0	1	0	0
7	0.1.15.1.2.2.2.1	Marinilactibacillus_psychrotolerans	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.2.2.2.2	Marinilactibacillus_species_SDT4S8	0	11	0	0	0	0	0	0	0	0	0	1	2	2	3	0	0	0	0	2	0	1	0	0
5	0.1.15.1.2.3	Enterococcaceae	2	28663	28185	159	29	77	0	11	19	2	4	1	48	6	9	22	6	1	13	39	10	9	3	10
6	0.1.15.1.2.3.1	Enterococcus	6	28661	28185	159	29	77	0	11	19	2	4	1	48	6	9	22	6	1	13	39	10	7	3	10
7	0.1.15.1.2.3.1.1	Enterococcus_asini	0	241	0	0	25	64	0	7	11	1	1	1	39	6	7	9	6	1	13	36	7	7	0	0
7	0.1.15.1.2.3.1.2	Enterococcus_dispeciesr	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.2.3.1.3	Enterococcus_durans	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.2.3.1.4	Enterococcus_faecalis	0	28396	28185	159	4	9	0	4	3	1	3	0	0	0	2	11	0	0	0	3	3	0	3	6
7	0.1.15.1.2.3.1.5	Enterococcus_faecium	0	13	0	0	0	0	0	0	2	0	0	0	5	0	0	2	0	0	0	0	0	0	0	4
7	0.1.15.1.2.3.1.6	Enterococcus_species_F6	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.15.1.2.3.2	Vagococcus	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
7	0.1.15.1.2.3.2.1	Vagococcus_carniphilus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
5	0.1.15.1.2.4	Lactobacillaceae	2	79763	35798	2470	594	312	1	746	2762	2409	4762	3491	1907	3765	1266	2341	1032	2342	4281	2422	1838	2222	1157	1845
6	0.1.15.1.2.4.1	Lactobacillus	28	79737	35798	2470	592	312	1	746	2762	2409	4762	3488	1907	3760	1264	2341	1032	2342	4280	2418	1836	2216	1157	1844
7	0.1.15.1.2.4.1.1	Lactobacillus_acidophilus	0	14	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	7	0	0
7	0.1.15.1.2.4.1.2	Lactobacillus_agilis	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
7	0.1.15.1.2.4.1.3	Lactobacillus_animalis	0	13283	0	0	92	60	1	84	878	467	2151	1606	798	1929	208	577	379	755	836	434	290	464	441	833
7	0.1.15.1.2.4.1.4	Lactobacillus_animata	0	9	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0
7	0.1.15.1.2.4.1.5	Lactobacillus_brevis	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
7	0.1.15.1.2.4.1.6	Lactobacillus_buchneri	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
