taxlevel	rankID	taxon	daughterlevels	total	ADenoma12	Ademona1	Adenoma10	Adenoma11	Adenoma13	Adenoma14	Adenoma15	Adenoma16	Adenoma17	Adenoma18	Adenoma19	Adenoma2	Adenoma20	Adenoma21	Adenoma22	Adenoma23	Adenoma24	Adenoma25	Adenoma26	Adenoma27	Adenoma28	Adenoma29	Adenoma3	Adenoma30	Adenoma4	Adenoma5	Adenoma6	Adenoma7	Adenoma8	Adenoma9	Cancer1	Cancer10	Cancer11	Cancer12	Cancer13	Cancer14	Cancer15	Cancer16	Cancer17	Cancer18	Cancer19	Cancer2	Cancer20	Cancer21	Cancer22	Cancer23	Cancer24	Cancer25	Cancer26	Cancer27	Cancer28	Cancer29	Cancer3	Cancer30	Cancer4	Cancer5	Cancer6	Cancer7	Cancer8	Cancer9	Healthy1	Healthy10	Healthy11	Healthy12	Healthy13	Healthy14	Healthy15	Healthy16	Healthy17	Healthy18	Healthy19	Healthy2	Healthy20	Healthy21	Healthy22	Healthy23	Healthy24	Healthy25	Healthy26	Healthy27	Healthy28	Healthy29	Healthy3	Healthy30	Healthy4	Healthy5	Healthy6	Healthy7	Healthy8	Healthy9	mock1	mock2
7	0.1.4.1.2.3.1.8	Lactobacillus_sanfranciscensis	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.4.1.2.4	Leuconostocaceae	3	1780	77	0	0	25	28	6	18	22	9	3	2	10	0	0	3	0	0	0	2	0	0	0	0	0	0	0	14	0	1	0	0	0	0	1	0	1	1	4	4	0	828	0	6	0	0	9	6	69	2	4	0	115	0	11	0	0	8	0	0	4	0	0	0	54	0	15	0	4	0	0	169	0	0	6	42	0	0	0	2	0	8	0	142	0	23	6	0	0	0	14	2	0
6	0.1.4.1.2.4.1	Leuconostoc	2	983	0	0	0	25	28	0	0	0	9	3	0	10	0	0	2	0	0	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	3	0	0	397	0	3	0	0	9	3	69	0	4	0	115	0	11	0	0	8	0	0	4	0	0	0	44	0	15	0	4	0	0	0	0	0	4	8	0	0	0	0	0	8	0	142	0	18	6	0	0	0	14	2	0
7	0.1.4.1.2.4.1.1	Leuconostoc_carnosum	0	499	0	0	0	25	28	0	0	0	9	3	0	6	0	0	2	0	0	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	3	0	0	25	0	0	0	0	9	3	0	0	4	0	115	0	11	0	0	0	0	0	4	0	0	0	40	0	14	0	4	0	0	0	0	0	4	5	0	0	0	0	0	6	0	142	0	0	6	0	0	0	14	2	0
7	0.1.4.1.2.4.1.2	Leuconostoc_citreum	0	484	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	3	0	0	0	0	69	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	18	0	0	0	0	0	0	0
6	0.1.4.1.2.4.2	Oenococcus	1	18	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.4.1.2.4.2.1	Oenococcus_oeni	0	18	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.4.1.2.4.3	Weissella	1	779	77	0	0	0	0	6	0	22	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	1	4	0	431	0	3	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	169	0	0	2	34	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0
7	0.1.4.1.2.4.3.1	Weissella_hellenica	0	779	77	0	0	0	0	6	0	22	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	1	4	0	431	0	3	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	169	0	0	2	34	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0
3	0.1.4.2	Clostridia	2	5890927	34726	67902	51533	76781	78849	127922	77341	44664	49881	40619	55064	91279	47173	7838	59823	55860	42430	45647	50806	64156	42685	89713	77954	46216	97646	24377	75621	88668	60187	56312	62533	77641	64756	63665	105239	50865	48202	85750	60656	34767	10319	83355	91776	20443	77130	106624	74981	43175	24929	70659	22852	78891	56209	73381	92596	58954	52342	82849	45907	20025	73413	30441	38226	99242	121524	50540	131198	33447	59176	45197	113241	103733	85220	51764	53717	32822	37510	81477	53461	84311	65604	208806	76744	72481	44294	105491	35541	72723	55664	42356	35800	24619
4	0.1.4.2.1	Clostridiales	15	5889479	34726	67884	51525	76781	78835	127890	77337	44662	49876	40619	55063	91275	47173	7838	59823	55860	42429	45642	50803	64154	42680	89695	77954	46216	97641	24323	75613	88668	60183	56305	62511	77615	64756	63619	105198	50862	48108	85750	60578	34766	10318	83318	91776	20439	77020	106624	74971	43175	24929	70659	22852	78891	56209	73377	92584	58916	52336	82848	45890	20025	73412	30440	38226	99229	121370	50518	131195	33447	59153	45189	113199	103710	85210	51764	53656	32820	37509	81477	53461	84306	65594	208767	76741	72374	44294	105444	35541	72723	55576	42323	35800	24618
5	0.1.4.2.1.1	Catabacteriaceae	1	461	0	12	0	0	10	0	0	0	0	0	3	0	0	0	2	0	0	11	4	0	19	0	8	0	0	0	0	0	0	12	4	1	0	0	0	2	24	0	0	13	0	38	0	0	0	0	0	0	0	0	0	19	0	0	18	17	2	0	24	21	0	0	0	0	0	6	4	0	28	0	0	0	0	0	0	1	2	4	3	35	10	28	0	0	0	65	0	0	0	11	0	0
6	0.1.4.2.1.1.1	Catabacter	1	461	0	12	0	0	10	0	0	0	0	0	3	0	0	0	2	0	0	11	4	0	19	0	8	0	0	0	0	0	0	12	4	1	0	0	0	2	24	0	0	13	0	38	0	0	0	0	0	0	0	0	0	19	0	0	18	17	2	0	24	21	0	0	0	0	0	6	4	0	28	0	0	0	0	0	0	1	2	4	3	35	10	28	0	0	0	65	0	0	0	11	0	0
7	0.1.4.2.1.1.1.1	Catabacter_hongkongensis	0	461	0	12	0	0	10	0	0	0	0	0	3	0	0	0	2	0	0	11	4	0	19	0	8	0	0	0	0	0	0	12	4	1	0	0	0	2	24	0	0	13	0	38	0	0	0	0	0	0	0	0	0	19	0	0	18	17	2	0	24	21	0	0	0	0	0	6	4	0	28	0	0	0	0	0	0	1	2	4	3	35	10	28	0	0	0	65	0	0	0	11	0	0
5	0.1.4.2.1.2	Christensenellaceae	1	756	0	9	0	0	13	0	0	0	10	0	20	22	0	0	8	0	0	4	17	6	3	0	13	0	0	10	0	0	0	17	14	64	0	0	2	0	11	0	0	3	0	42	5	0	0	0	22	0	0	16	0	0	3	0	29	34	4	0	0	1	0	0	0	1	0	10	8	0	64	7	2	0	2	3	0	0	24	9	0	27	5	24	0	2	0	44	41	0	67	14	0	0
6	0.1.4.2.1.2.1	Christensenella	1	756	0	9	0	0	13	0	0	0	10	0	20	22	0	0	8	0	0	4	17	6	3	0	13	0	0	10	0	0	0	17	14	64	0	0	2	0	11	0	0	3	0	42	5	0	0	0	22	0	0	16	0	0	3	0	29	34	4	0	0	1	0	0	0	1	0	10	8	0	64	7	2	0	2	3	0	0	24	9	0	27	5	24	0	2	0	44	41	0	67	14	0	0
7	0.1.4.2.1.2.1.1	Christensenella_minuta	0	756	0	9	0	0	13	0	0	0	10	0	20	22	0	0	8	0	0	4	17	6	3	0	13	0	0	10	0	0	0	17	14	64	0	0	2	0	11	0	0	3	0	42	5	0	0	0	22	0	0	16	0	0	3	0	29	34	4	0	0	1	0	0	0	1	0	10	8	0	64	7	2	0	2	3	0	0	24	9	0	27	5	24	0	2	0	44	41	0	67	14	0	0
5	0.1.4.2.1.3	Clostridiaceae	12	776975	1124	7639	4094	5381	4462	20936	4230	10344	2087	7597	8242	10560	9181	1165	14477	7773	11708	11248	6783	12376	9389	13038	2085	1226	1479	4709	1941	26751	3011	8743	3900	9150	9532	1165	15772	8014	6695	6234	3507	5484	572	9591	8610	3678	6662	10289	6884	4314	8203	5631	5528	2820	3790	13041	24622	5507	8926	1027	7331	957	15026	3347	9603	2962	5630	6262	33116	697	15680	5810	30535	40330	9271	1451	3635	5603	5574	10138	2006	5830	12150	23724	6230	4935	13879	9353	4560	8603	10747	10250	11292	7531
6	0.1.4.2.1.3.1	Alkaliphilus	2	2594	0	0	0	7	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	1	0	0	0	0	0	0	0	0	2	0	0	2	5	0	0	0	0	0	0	1	0	0	2	0	0	9	0	0	0	3	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1365	1150
7	0.1.4.2.1.3.1.1	Alkaliphilus_crotonatoxidans	0	2507	0	0	0	7	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	1	0	0	0	0	0	0	0	0	2	0	0	2	5	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1357	1080
7	0.1.4.2.1.3.1.2	Alkaliphilus_species_LacT	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	70
6	0.1.4.2.1.3.2	Butyricicoccus	1	3180	0	17	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	35	0	4	0	0	0	0	3	4	0	0	7	28	0	2	0	0	0	1	0	0	2	1	0	0	419	0	3	4	3	77	99	4	0	74	0	8	1	0	1161	0	0	0	1	3	0	0	0	0	0	180	0	1	488	0	1	0	3	463	5	0	0	0	1	0	0	2	0	6	0	0	4	0	0	0
7	0.1.4.2.1.3.2.1	Butyricicoccus_pullicaecorum	0	3180	0	17	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	35	0	4	0	0	0	0	3	4	0	0	7	28	0	2	0	0	0	1	0	0	2	1	0	0	419	0	3	4	3	77	99	4	0	74	0	8	1	0	1161	0	0	0	1	3	0	0	0	0	0	180	0	1	488	0	1	0	3	463	5	0	0	0	1	0	0	2	0	6	0	0	4	0	0	0
6	0.1.4.2.1.3.3	Caloramator	4	1766	0	29	0	0	10	0	3	0	6	0	16	7	0	0	1	1	0	789	430	2	6	3	0	0	0	5	0	0	0	19	11	5	0	1	1	15	27	0	3	10	0	5	6	2	3	0	1	0	0	0	0	0	0	2	44	0	15	0	0	0	0	9	0	0	6	3	18	1	14	2	4	5	0	0	2	5	6	0	0	0	15	39	0	1	0	130	0	0	28	0	0	0
7	0.1.4.2.1.3.3.1	Caloramator_australicus	0	408	0	24	0	0	8	0	0	0	6	0	15	3	0	0	0	1	0	2	9	2	4	0	0	0	0	5	0	0	0	13	11	4	0	1	1	2	21	0	3	7	0	1	6	1	0	0	0	0	0	0	0	0	0	2	30	0	11	0	0	0	0	9	0	0	5	3	11	1	10	0	0	0	0	0	0	5	1	0	0	0	13	34	0	0	0	109	0	0	14	0	0	0
7	0.1.4.2.1.3.3.2	Caloramator_proteoclasticus	0	1225	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	787	421	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.3.3.3	Caloramator_species_8	0	82	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	13	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	3	0	4	5	0	0	2	0	0	0	0	0	0	4	0	1	0	16	0	0	14	0	0	0
7	0.1.4.2.1.3.3.4	Caloramator_viterbiensis	0	51	0	2	0	0	2	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	4	0	1	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	5	0	0	0	2	1	0	0	0	5	0	0	0	0	0	0
6	0.1.4.2.1.3.4	Candidatus_Arthromitus	1	1482	374	0	10	52	2	2	0	1	10	13	3	2	23	100	1	8	6	0	0	18	0	10	46	9	5	0	0	1	36	4	4	10	26	15	18	1	2	0	7	4	3	6	3	10	0	0	32	52	8	20	0	13	37	2	0	3	0	0	33	4	0	0	0	24	0	10	5	12	4	0	2	3	0	70	5	0	126	25	1	0	4	0	8	11	47	21	0	23	0	0	19	13
7	0.1.4.2.1.3.4.1	Candidatus_Arthromitus_species_SFB_mouse	0	1482	374	0	10	52	2	2	0	1	10	13	3	2	23	100	1	8	6	0	0	18	0	10	46	9	5	0	0	1	36	4	4	10	26	15	18	1	2	0	7	4	3	6	3	10	0	0	32	52	8	20	0	13	37	2	0	3	0	0	33	4	0	0	0	24	0	10	5	12	4	0	2	3	0	70	5	0	126	25	1	0	4	0	8	11	47	21	0	23	0	0	19	13
6	0.1.4.2.1.3.5	Clostridium	61	726852	626	7484	4040	5175	4398	20924	4200	10325	1966	7547	8135	10428	9125	585	14300	7709	11687	8614	5921	12285	9318	12959	1991	1066	1353	4392	1878	26667	2811	8600	3795	8895	8850	1068	15684	7983	6265	6157	3456	5448	484	9404	7948	3318	6574	10285	6491	4153	8047	5569	5491	2639	3703	12944	23576	5468	7544	978	7213	913	13709	3322	9583	2755	5470	6215	33031	429	12677	5045	29959	21071	9126	1201	3515	4420	5368	10081	1979	5816	11097	23324	6162	4857	13797	8843	4187	8552	10553	9187	9008	5661
7	0.1.4.2.1.3.5.1	Clostridium_aminobutyricum	0	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	4	6	2	0	0	2	0	0	0	0	14	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	3	3	6	20	0	0	0	0	0	213	640
7	0.1.4.2.1.3.5.2	Clostridium_amylolyticum	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.3.5.3	Clostridium_celatum	0	84319	1	144	1720	1905	10	68	38	10	6	45	772	512	417	3	4164	2751	358	1024	704	1871	1223	451	10	5	2	358	191	2301	5	87	9	229	52	4	12356	5037	23	36	109	2100	11	61	34	161	2	289	872	44	2614	64	4	4	1423	3008	8421	3	217	65	21	44	55	155	3567	7	16	69	9718	2	19	726	1184	2940	1	8	7	11	1400	1	31	3	231	685	193	22	3130	24	1083	10	360	100	30	58
7	0.1.4.2.1.3.5.4	Clostridium_paraputrificum	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	12	0	0	3	0	0	55	0	0	4	0	0	0	95	1	0	0	0	0	0	0	0	0	0	0	0	0	15	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0
7	0.1.4.2.1.3.5.5	Clostridium_perfringens	0	3860	0	2	0	0	0	0	2324	612	0	0	0	3	0	0	0	2	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	262	4	0	0	467	47	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0
7	0.1.4.2.1.3.5.6	Clostridium_species	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	59
7	0.1.4.2.1.3.5.7	Clostridium_species_14505	0	79018	2	137	600	181	2	792	1420	545	4	7	2123	7	6	5	424	221	65	133	240	5433	531	8358	351	9	0	322	5	2204	97	214	594	1148	1280	3	0	195	692	3468	6	486	8	582	1003	11	495	1115	1024	2	7	1153	12	2053	607	2934	28	2276	244	7	2925	2	983	771	498	569	1719	1087	1145	6	2180	497	335	163	578	207	4	76	7	1444	21	920	880	1627	1593	1072	1667	875	528	3083	2	5677	4	2
7	0.1.4.2.1.3.5.8	Clostridium_species_619	0	21854	21	279	45	78	193	42	6	8	7	21	710	70	302	32	334	27	14	706	308	6	125	7	4	10	3	161	1	7	13	536	116	2405	18	3	27	801	340	54	3	119	24	753	667	256	140	1	36	0	2	9	139	6	10	128	1030	24	1331	10	2	12	47	137	3	32	135	467	283	12	1320	448	105	383	72	40	4	558	82	25	3	1684	1441	657	2	47	18	607	27	32	211	28	118	284
7	0.1.4.2.1.3.5.9	Clostridium_species_6_16	0	550	0	18	0	0	18	0	0	0	5	0	83	30	0	0	4	0	0	50	0	0	11	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	10	0	0	0	0	16	0	0	0	0	15	0	0	0	0	0	0	0	50	0	48	0	0	0	1	0	0	0	0	0	116	0	32	5	7	0	0	0	0	1	17	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.3.5.10	Clostridium_species_6_31	0	285	0	0	0	0	3	0	0	0	0	0	17	0	0	0	8	0	0	10	24	0	0	0	0	0	0	10	0	0	0	24	4	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	2	0	0	0	13	2	0	0	0	0	6	0	0	13	23	14	49	0	0	11	0	1	0	0	1	23	0	0	0	15	0	0	0	0	0	0
7	0.1.4.2.1.3.5.11	Clostridium_species_826	0	50164	4	362	535	1442	1146	2030	2	2341	9	70	812	1854	2	113	724	16	933	343	246	1122	518	2	484	7	0	8	4	131	1112	0	752	41	3	225	3	31	632	0	1278	379	4	502	232	3	1118	6	294	1155	0	720	4	2	403	1828	7	1	301	0	3	0	808	143	649	0	3	282	947	2	2512	205	1148	192	1254	608	16	681	172	2488	6	1013	16	7810	798	334	171	1597	1	1	2	3	1	2
7	0.1.4.2.1.3.5.12	Clostridium_species_AL04_6	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0
7	0.1.4.2.1.3.5.13	Clostridium_species_ASF356	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	1	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	433	11
7	0.1.4.2.1.3.5.14	Clostridium_species_ASF502	0	545	29	0	6	5	0	0	0	0	5	0	0	0	0	35	0	2	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	0	0	1	0	25	1	0	1	0	8	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	193
7	0.1.4.2.1.3.5.15	Clostridium_species_AUH_JLC235	0	13399	68	651	60	57	22	0	0	5	5	0	123	242	310	57	35	22	0	53	33	34	42	52	20	86	392	5	61	0	9	51	52	38	1905	7	102	66	197	250	35	40	22	27	77	578	1324	603	35	1	0	0	93	7	8	16	100	165	145	2	89	32	107	15	17	18	38	415	29	32	852	73	35	112	45	5	18	24	46	22	190	128	111	291	20	64	63	388	249	295	796	195	109	86
7	0.1.4.2.1.3.5.16	Clostridium_species_B915_1	0	27458	34	76	0	20	312	10	19	1	0	836	0	1	4	1	0	31	14	77	0	1	5	0	2	643	2	0	282	2	13	0	402	5	583	12	921	1	1	11	1	165	2	386	3	0	45	20	3	2774	12	9	1	5	0	183	0	0	44	2	1	0	0	0	1	453	3	1	4	4	23	1	2610	21	3	8	9	2	1638	4408	10	2	11	3	0	3	3	21	2	2171	1	1	5793	2270
7	0.1.4.2.1.3.5.17	Clostridium_species_BG_C131	0	127	0	6	0	0	11	0	0	0	0	0	0	0	31	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	41	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.3.5.18	Clostridium_species_BPY5	0	3123	75	0	50	4	0	0	0	1	6	9	2	1	1	0	10	1	42	2	5	0	4	12	35	4	32	0	0	6	0	4	7	0	37	1	3	71	1	0	15	0	3	0	82	0	44	0	1	7	1	2	152	33	27	21	14	24	1	63	14	3	58	0	25	0	811	0	9	0	7	1	216	12	35	0	1	0	0	0	21	9	1	0	4	68	9	25	0	3	0	0	481	394
7	0.1.4.2.1.3.5.19	Clostridium_species_BSY12	0	510	0	18	0	0	21	0	0	0	33	3	0	6	215	0	0	1	0	5	3	14	3	10	0	0	0	1	18	0	0	0	0	0	1	3	0	0	0	0	28	3	0	0	0	4	55	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2	42	0	0	1	1	1	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7	0.1.4.2.1.3.5.20	Clostridium_species_BS_5	0	13636	38	32	2	538	49	6	14	2	182	3564	10	233	133	6	1	44	7	1	5	263	7	493	84	4	24	1	117	37	571	36	17	5	941	145	1083	12	98	277	90	61	150	15	29	170	209	31	38	44	63	335	126	258	14	8	50	85	15	229	37	64	57	27	10	197	133	42	2	155	176	1	22	9	1	7	135	35	1	379	66	3	11	16	17	14	0	54	298	19	82	419	39	6
7	0.1.4.2.1.3.5.21	Clostridium_species_BTY5	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	90
7	0.1.4.2.1.3.5.22	Clostridium_species_CJT_3	0	886	0	1	1	0	4	0	0	0	0	0	0	647	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	2	183	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7	0.1.4.2.1.3.5.23	Clostridium_species_Clone_1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.3.5.24	Clostridium_species_Clone_17	0	222	0	3	9	0	0	0	0	0	0	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	72
7	0.1.4.2.1.3.5.25	Clostridium_species_Clone_44	0	1125	43	0	14	0	2	0	5	1	12	4	0	0	0	0	0	0	16	0	0	0	0	11	15	7	5	0	0	3	10	7	0	0	0	2	0	0	0	4	0	0	17	0	0	2	1	6	44	1	6	1	0	20	15	2	18	1	0	20	30	0	0	0	2	0	0	0	3	6	0	0	5	4	0	18	2	0	0	3	0	1	0	0	19	1	9	1	8	4	0	0	521	173
7	0.1.4.2.1.3.5.26	Clostridium_species_Clone_7	0	3560	43	54	15	20	9	30	26	2	23	10	11	47	31	31	2	29	0	24	12	93	15	1	6	19	55	14	182	24	2	89	1	35	84	6	79	71	5	5	27	8	0	23	86	3	43	3	28	0	1	4	40	0	10	34	38	54	93	159	31	36	104	9	0	3	398	9	14	9	13	11	180	120	28	37	0	25	2	30	8	9	24	11	20	162	33	69	1	8	36	8	67	186
7	0.1.4.2.1.3.5.27	Clostridium_species_Culture_1	0	8047	62	117	20	0	176	84	4	1	33	9	93	139	187	24	15	41	2	52	94	26	174	20	36	22	0	19	18	14	16	47	67	194	287	8	26	9	38	9	73	73	11	282	303	68	167	18	64	20	8	11	101	11	28	232	479	87	232	68	16	23	92	37	14	33	492	224	51	0	93	151	278	15	137	6	1	123	100	4	32	56	131	151	31	288	45	344	112	195	68	10	54	121
7	0.1.4.2.1.3.5.28	Clostridium_species_Culture_27	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	239
